freq                    	Gain                    	Phase                   
1                        	50.853105906497077626227 	90.570439438262923204093 
1.0964781961431850909605 	50.05314609075867338106  	90.551674546691415912392 
1.2022644346174129470484 	49.253181204550280369858 	90.537592491699783181502 
1.3182567385564070150394 	48.453212442623545541664 	90.528073800522577130323 
1.4454397707459274435848 	47.653240867871986097271 	90.523037724638555800993 
1.5848931924611135979575 	46.853267447488136099309 	90.522441559231182850453 
1.7378008287493753591946 	46.053293085892200053877 	90.526280261241311109188 
1.9054607179632472302444 	45.253318655478842913453 	90.534586430018890723659 
2.0892961308540396458966 	44.453345026301505527044 	90.547430581076227440462 
2.2908676527677731549204 	43.653373095681175186655 	90.564921739225866303968 
2.5118864315095801309496 	42.853403818735465335976 	90.587208364439220531494 
2.7542287033381662730847 	42.05343824086380521976  	90.614479620630191902819 
3.0199517204020160932032 	41.253477533335356497446 	90.646966958022048288512 
3.3113112148259111755522 	40.453523033112631424046 	90.684946098914110734768 
3.6307805477010139938443 	39.65357628835536729639  	90.728739351574660076949 
3.9810717055349722492963 	38.853639111068780209735 	90.778718354463237005803 
4.3651583224016601292305 	38.053713638750629399965 	90.835307212212015315345 
4.7863009232263840075916 	37.253802407085984782498 	90.898986087273101475148 
5.2480746024977253938459 	36.453908436186480912511 	90.970295256306258124823 
5.7543993733715694816055 	35.654035333285605702258 	91.049839676918537634265 
6.3095734448019333839852 	34.854187415386725490407 	91.138294090259350355154 
6.9183097091893648311611 	34.054369856013032347164 	91.236408711722489783824 
7.585775750291837482564  	33.254588861040105030042 	91.345015546347468671229 
8.317637711026710789497  	32.454851879564230898723 	91.4650353825605293423   
9.1201083935590965268148 	31.655167856927501901509 	91.597485521934672192401 
10                       	30.85554753847905828934  	91.743488290035472232375 
10.964781961431851797784 	30.056003834277529307428 	91.904280411351052748614 
12.022644346174130802751 	29.256552257052458543285 	92.08122329990492005436  
13.182567385564073703108 	28.457211448130266262524 	92.275814342482576080329 
14.454397707459271771313 	27.65800380895271715076  	92.489699250838640409711 
15.84893192461113287095  	26.858956259288486734249 	92.724685560156089536576 
17.378008287493752703767 	26.060101147402864540936 	92.982757347040376316727 
19.054607179632473190622 	25.261477342324042183463 	93.26609125299830793665  
20.892961308540396458966 	24.46313154424288072164  	93.577073879492473906794 
22.908676527677737766453 	23.665119855952688965317 	93.91832062319271301476  
25.118864315095795092247 	22.867509666391441669475 	94.292696004848366442275 
27.542287033381661842668 	22.070381906921021197832 	94.703335518397310011096 
30.199517204020160932032 	21.273833752087980997203 	95.153669006738766711351 
33.1131121482591126437   	20.477981849599828478858 	95.647445511886616031916 
36.3078054770101417148   	19.682966179028344555491 	96.188759499139251829547 
39.810717055349734039282 	18.88895465566454134887  	96.782078258986658170215 
43.651583224016583528737 	18.09614861478761937974  	97.432270179742531013289 
47.863009232263827641418 	17.304789332299648663138 	98.144633427761647226362 
52.480746024977257491173 	16.515165759721533333959 	98.924924366216487214842 
57.543993733715694816055 	15.727623674048025748107 	99.779384776675485113628 
63.095734448019328510782 	14.942576464463657615056 	100.71476659922606700093 
69.183097091893657193395 	14.160517796002931589783 	101.73835246264370368863 
75.857757502918360614785 	13.38203640129344407228  	102.85796971439731350983 
83.176377110267083025974 	12.607833250236799571553 	104.08199495970531245348 
91.201083935590972373575 	11.838741326261313702162 	105.41934526545360029104 
100                      	11.075748186300359066081 	106.87945116251958665998 
109.64781961431850731969 	10.320021386089486270521 	108.47220539582581011473 
120.22644346174131158023 	9.5729366950424008564369 	110.2078800586498488201  
131.82567385564072992565 	8.8361087847094328395769 	112.09700337209569909191 
144.5439770745927887674  	8.1114237275235012702979 	114.15018607909698289404 
158.48931924611142108006 	7.4010721645007748747958 	116.37788643729733450982 
173.78008287493761940823 	6.707581373380411271512  	118.79010247083922990896 
190.54607179632463953567 	6.0338436886586706009439 	121.39598096207782873535 
208.9296130854038722191  	5.3831378161693148598488 	124.20333526014752578703 
229.08676527677724266141 	4.7591386167917928418092 	127.21806907899419059049 
251.18864315095797223876 	4.1659100403247650845628 	130.44351175351278016024 
275.42287033381660421583 	3.6078752843815369288905 	133.8796823821770090035  
301.99517204020162353117 	3.0897582253344202385392 	137.52251580726326096737 
331.13112148259108380444 	2.6164910582223210866459 	141.36310140377926813926 
363.07805477010140293714 	2.1930852044186024407679 	145.38700378655249778603 
398.10717055349732618197 	1.8244660689809850673271 	149.5737490059549088528  
436.51583224016610529361 	1.5152770298355626721332 	153.89656587276499521977 
478.63009232263851799871 	1.2696636183977350054164 	158.32246595947793821324 
524.80746024977281649626 	1.0910557948182233456436 	162.81273156568076387885 
575.43993733715660710004 	0.9819818067634861202819 	167.32370481900784398022 
630.95734448019300089072 	0.9438346193982045662096 	171.80803172926107436069 
691.83097091893625929515 	0.9768561218607384466495 	176.21657965248070354392 
758.57757502918354930443 	1.0800535697285640335252 	180.49958486934090728937 
831.76377110267083025974 	1.251228286207246354067  	184.60858664124216943492 
912.01083935590963847062 	1.487082715882906303051  	188.49790129628885892998 
1000                     	1.7833729393714059519027 	192.12581645139269426181 
1096.4781961431851868838 	2.1350940057191887255783 	195.4554125554856227609  
1202.264434617413144224  	2.5366765142327718507431 	198.45498269953534986598 
1318.2567385564075266302 	2.982174317007749042574  	201.09807790661045601155 
1445.4397707459279445175 	3.4654274453451279214278 	203.36324546046881778238 
1584.8931924611140402703 	3.980189920668816938587  	205.23355110446362914445 
1737.8008287493762509257 	4.5202177711682027805296 	206.69598297553480392708 
1905.4607179632462248264 	5.0793174628812218784901 	207.74082960650187601459 
2089.2961308540388927213 	5.6513586467475835917185 	208.36111113684862061746 
2290.867652767772142397  	6.2302576061687471309369 	208.55212655961207701694 
2511.886431509579779231  	6.8099393174319367005864 	208.31116358986261616337 
2754.2287033381662695319 	7.3842869773508095221359 	207.63740305234310312699 
3019.9517204020162353117 	7.9470885603809691133392 	206.53203642615400781324 
3311.311214825911065418  	8.4919906763803503224608 	204.99860195708509991164 
3630.7805477010138019978 	9.0124707544245907797631 	203.04352935495887777506 
3981.0717055349732618197 	9.501839172818630885331  	200.67686314361444033239 
4365.1583224016612803098 	9.953282899410947237584  	197.91310850217476513535 
4786.3009232263848389266 	10.359960739016484509989 	194.77211107868862427495 
5248.0746024977279375889 	10.715156509598141809647 	191.27984724565376950522 
5754.3993733715669804951 	11.012489668533948616869 	187.4689715730085879386  
6309.5734448019302362809 	11.246173052082550469777 	183.3789562283486702654  
6918.3097091893623655778 	11.411295680849349309938 	179.05567645471344917496 
7585.775750291835720418  	11.504097729061085075841 	174.55035675952515816789 
8317.6377110267094394658 	11.522198510354007439105 	169.91789170594859115226 
9120.1083935590959299589 	11.464740143254115167792 	165.21467434522875805669 
10000                    	11.332420736533652672051 	160.49617162837046180357 
10964.781961431850504596 	11.127409407992201906268 	155.81454485414684540956 
12022.644346174130987492 	10.853156127906963490659 	151.21660356176448658516 
13182.567385564074356807 	10.514126207025604742284 	146.74230695621682230012 
14454.397707459280354669 	10.115497850145116487397 	142.42391423344122358685 
15848.931924611140857451 	9.6628605117957704351284 	138.28576985327833881456 
17378.008287493761599762 	9.1619439219141689534354 	134.34462156314478420427 
19054.607179632483166642 	8.6185394596413935630608 	130.61037915785911422972 
20892.961308540408936096 	8.0377925552639499784391 	127.08683793109371151786 
22908.676527677747799316 	7.424867030194198136428  	123.77297252399843330295 
25118.864315095823258162 	6.7843901279444276397612 	120.66377157614300585919 
27542.28703338168998016  	6.1206534523769287048367 	117.7512684422181479249  
30199.517204020190547453 	5.4372163456849866847165 	115.02508032644367119701 
33113.112148259075183887 	4.7375068564807243376436 	112.47343871461774256204 
36307.805477010100730695 	4.0245799291357009508374 	110.08358678763190141581 
39810.717055349690781441 	3.3009267586585977483082 	107.84195168920074081598 
43651.583224016561871395 	2.5689900712323288090033 	105.73487725639776613207 
47863.009232263801095542 	1.8310004278030160840274 	103.74870201816938219963 
52480.746024977233901154 	1.0887916946873217316494 	101.86959203567333531737 
57543.993733715666166972 	0.3443612710056564996108 	100.08429929137290059771 
63095.73444801929872483  	-0.400573186798082958582 	98.379571406180218673398 
69183.097091893621836789 	-1.144284205782431396159 	96.742483549423340605244 
75857.757502918364480138 	-1.884880840546248492728 	95.160694723239913628277 
83176.3771102670871187   	-2.620552805272658325464 	93.621904004578496483191 
91201.083935590970213525 	-3.349322939961942857678 	92.114203039476109324823 
100000                   	-4.069060231881102218665 	90.625963631576752277397 
109647.81961431850504596 	-4.777439644516039862765 	89.145816606000622073225 
120226.44346174130623695 	-5.471912347887101013555 	87.662642243074259340574 
131825.67385564075084403 	-6.149678546704910431231 	86.165568389669644489004 
144543.97707459281082265 	-6.807650197545501491447 	84.64408503362274416304  
158489.31924611140857451 	-7.442553293367044631168 	83.087681037216285062641 
173780.08287493762327358 	-8.050783853425024005901 	81.486581188452547053203 
190546.07179632483166642 	-8.628624800233641423119 	79.831150247371738259972 
208929.61308540409663692 	-9.172239745706551872217 	78.112397378301906769593 
229086.76527677747071721 	-9.677819641093535096843 	76.322022096546191960442 
251188.64315095820347778 	-10.14173163354169915351 	74.452688301647967250574 
275422.87033381691435352 	-10.56075891944322364679 	72.497913320226558653303 
301995.17204020189819857 	-10.93223191026369534029 	70.452914023374631824481 
331131.12148259079549462 	-11.25431600871513282414 	68.31440275518320959236  
363078.05477010103641078 	-11.52619545981119841827 	66.080958183211322420902 
398107.17055349692236632 	-11.74817990433073155998 	63.753756118199881086639 
436515.83224016561871395 	-11.92182577744701532652 	61.336463445623529366912 
478630.09232263802550733 	-12.04991082956917125557 	58.835531699362313418078 
524807.4602497722953558  	-12.13629351339601214477 	56.260701220517397302956 
575439.93733715661801398 	-12.18574846703920577795 	53.624442826832066089082 
630957.3444801929872483  	-12.203654221547370895   	50.94227024879825194148  
691830.97091893630567938 	-12.19570172048023160016 	48.231998152774913535268 
758577.57502918352838606 	-12.16757085335342480903 	45.513210961317724922992 
831763.77110267092939466 	-12.12464683548864741169 	42.806445889499492807317 
912010.83935590973123908 	-12.07179049850522112308 	40.132377390259065919054 
1000000                  	-12.01318868578384702062 	37.51083928123943422861  
